Start,End,Speaker,Text
0 days 00:04:33,0 days 00:04:36,SPEAKER 1, shoots he's supposed to shoot to apprehend we're supposed to have preservation of
0 days 00:04:36,0 days 00:04:41,SPEAKER 1, life in this country not death anytime they get to they shoot somebody and they
0 days 00:04:41,0 days 00:04:44,SPEAKER 1, kill in the first chance they get that's now a law enforcement supposed to do
0 days 00:04:44,0 days 00:04:48,SPEAKER 1, they're supposed to protect and serve us not to kill us so all that other stuff
0 days 00:04:48,0 days 00:04:52,SPEAKER 1, you talking is irrelevant people are telling you what you're worried about what's
0 days 00:04:52,0 days 00:04:56,SPEAKER 2, irrelevant irrelevant is the testimony of someone via a television camera who
0 days 00:04:56,0 days 00:05:00,SPEAKER 2, wanted their moment of fame I want to see the testimony of the witnesses under
0 days 00:05:00,0 days 00:05:03,SPEAKER 2, oh in front of that grand jury that's what I want to see and I want to know the
0 days 00:05:03,0 days 00:05:07,SPEAKER 1, police officers account well I can believe I want to believe I don't believe I
0 days 00:05:07,0 days 00:05:11,SPEAKER 1, don't care what any of them got to say I know what happened I know you know what
0 days 00:05:11,0 days 00:05:15,SPEAKER 1, happened there Wilson did not have to execute anybody Darren Wilson did not have to
0 days 00:05:15,0 days 00:05:18,SPEAKER 1, execute anybody he could have shot to apprehend he didn't have to shoot to kill
0 days 00:05:18,0 days 00:05:22,SPEAKER 1, that's it I don't know what happened I don't know what happened I want to read
0 days 00:05:22,0 days 00:05:27,SPEAKER 1, that teenager and he was on arm no you got to read the evidence he wants to
0 days 00:05:27,0 days 00:05:33,SPEAKER 1, read it on all his hands were up six extra shots you tell me my three thank you
0 days 00:05:33,0 days 00:05:38,SPEAKER 2, tell me I wish I didn't have to take a quick break but I do
