Start,End,Speaker,Text
0 days 00:04:36,0 days 00:04:38,SPEAKER 1," And so, mostly in the UK."
0 days 00:04:38,0 days 00:04:45,SPEAKER 2," Their things seemed to really melt down was when Jim Acosta talked, and we're not, we're"
0 days 00:04:45,0 days 00:04:50,SPEAKER 2," certainly not putting this on Jim Acosta, it's a, you can watch the clip in two sides are"
0 days 00:04:50,0 days 00:04:56,SPEAKER 2," to say, as Tim said afterwards, maybe we shouldn't have TVs in the press room after all."
0 days 00:04:56,0 days 00:05:05,SPEAKER 2," But when Jim Acosta used the language of, it seems like your policies are trying to engineer"
0 days 00:05:05,0 days 00:05:13,SPEAKER 2," racial and ethnic percentages or something, it sure sounded like something that you would"
0 days 00:05:13,0 days 00:05:17,SPEAKER 2," read out of, out of like mind comp for something."
0 days 00:05:17,0 days 00:05:23,SPEAKER 2," I mean, it's talking about, you're, oh, it looks like you're, like engaged in racial engineering"
0 days 00:05:23,0 days 00:05:28,SPEAKER 2," and ethnic engineering, or something that we would have accused the, the serves of doing back"
0 days 00:05:28,0 days 00:05:31,SPEAKER 2," in the early 1990s, at that point it went off the rails."
0 days 00:05:31,0 days 00:05:33,SPEAKER 1," Well, this is all of a piece."
0 days 00:05:33,0 days 00:05:39,SPEAKER 1," The policy that the Trump administration announced yesterday, the president's crackdown on Latino"
0 days 00:05:39,0 days 00:05:40,SPEAKER 1, gangs.
0 days 00:05:40,0 days 00:05:46,SPEAKER 1," He's planning from what I'm told to start talking more about building the wall, Trump is pivoting"
0 days 00:05:46,0 days 00:05:50,SPEAKER 1," back to the base in a very hard and direct way, you're saying, you're saying he's going to"
0 days 00:05:50,0 days 00:05:51,SPEAKER 2, build the wall?
0 days 00:05:51,0 days 00:05:53,SPEAKER 1, And Mexico is going to pay for it.
0 days 00:05:53,0 days 00:05:56,SPEAKER 1," But I know after that exchange with Jim Acosta yesterday, they were high-fiving each other"
0 days 00:05:56,0 days 00:05:57,SPEAKER 1, by the way.
0 days 00:05:57,0 days 00:05:58,SPEAKER 1, Yes.
0 days 00:05:58,0 days 00:06:03,SPEAKER 1, That did them a huge favor for the base because that's not only feeding into the narrative
0 days 00:06:03,0 days 00:06:08,SPEAKER 1," about the policy, feeds into the narrative about the press."
0 days 00:06:08,0 days 00:06:14,SPEAKER 1," And at the same time, I'm going to speak in defense of Jim Acosta this morning because I don't"
0 days 00:06:14,0 days 00:06:20,SPEAKER 1, think there's anybody on this set who hasn't gotten too personal during this presidency.
0 days 00:06:20,0 days 00:06:22,SPEAKER 1, And I don't think that's just our fault.
0 days 00:06:22,0 days 00:06:26,SPEAKER 1, I think this has been one of the most disturbing moments in history.
0 days 00:06:26,0 days 00:06:34,SPEAKER 1," To watch this presidency and the cacophony of lies just spilling out every day, and that's"
0 days 00:06:34,0 days 00:06:39,SPEAKER 1," on the record, everyone can corroborate them, that to themselves, but lost in the conversation"
0 days 00:06:39,0 days 00:06:45,SPEAKER 1," yesterday was the policy because it got so personal and so emotional on both sides, it was"
0 days 00:06:45,0 days 00:06:48,SPEAKER 1," it, who learned anything about the policy?"
0 days 00:06:48,0 days 00:06:52,SPEAKER 2," Well, and by the way, that was the problem, Tim, and then we're going to Peter Baker."
0 days 00:06:52,0 days 00:06:55,SPEAKER 2, I wanted to hear the policy.
0 days 00:06:55,0 days 00:07:01,SPEAKER 2, I never got a chance to hear the policy because we were hearing speech.
0 days 00:07:01,0 days 00:07:06,SPEAKER 1," And, Jim, do you think that if perhaps General Kelly was explaining the policy yesterday, perhaps"
0 days 00:07:06,0 days 00:07:10,SPEAKER 1," more people would have listened to him because of his maturity, because of his service, because"
0 days 00:07:10,0 days 00:07:14,SPEAKER 1," of his sacrifice, because of the respect people have for him."
0 days 00:07:14,0 days 00:07:17,SPEAKER 1, That is something no one has for Miller outside the White House.
0 days 00:07:17,0 days 00:07:21,SPEAKER 1," So Miller was put out there for two reasons, one, so that he could pick a fight and he didn't"
0 days 00:07:21,0 days 00:07:22,SPEAKER 1, have to pick it.
0 days 00:07:22,0 days 00:07:23,SPEAKER 1, It came to him.
0 days 00:07:23,0 days 00:07:27,SPEAKER 1," It actually does no immigration policy very well, and I'd love to debate the specifics"
0 days 00:07:27,0 days 00:07:33,SPEAKER 1," because some of his specifics, the general idea of shifting from this lottery and the"
0 days 00:07:33,0 days 00:07:38,SPEAKER 1," very vague idea of family reunification, which can include, which can go out almost infinitely,"
0 days 00:07:38,0 days 00:07:40,SPEAKER 1, shifting from that to skills base is good.
0 days 00:07:40,0 days 00:07:44,SPEAKER 1," The second half of it, which is reducing the sheer number our editorial at the examiner"
0 days 00:07:44,0 days 00:07:49,SPEAKER 1," today, says we should be skills based, we don't have to reduce the number, that you really"
0 days 00:07:49,0 days 00:07:52,SPEAKER 1," could have Republicans having a good, helpful debate on this."
0 days 00:07:52,0 days 00:07:57,SPEAKER 1," Things from Democrats on board, but instead, it all gets lumped together into a civil"
0 days 00:07:57,0 days 00:07:58,SPEAKER 1, Miller policy.
0 days 00:07:58,0 days 00:07:59,SPEAKER 1, And I think-
0 days 00:07:59,0 days 00:08:00,SPEAKER 2," War, bro, yes."
0 days 00:08:00,0 days 00:08:01,SPEAKER 2, What happened?
0 days 00:08:01,0 days 00:08:02,SPEAKER 2, I agree.
0 days 00:08:02,0 days 00:08:08,SPEAKER 2," Having an immigration policy that focuses on skills, that's an 80-20, but you're right."
0 days 00:08:08,0 days 00:08:09,SPEAKER 1, It's also a good debate.
0 days 00:08:09,0 days 00:08:15,SPEAKER 2, It lumps some other parts in there that I think a lot of Americans would have problems with.
0 days 00:08:15,0 days 00:08:20,SPEAKER 2," So Peter Baker, talking about the frustration that everybody, including Jim Acosta, had"
0 days 00:08:20,0 days 00:08:27,SPEAKER 2," to feel inside that press room, being berated, lied to, attacked every day."
0 days 00:08:27,0 days 00:08:33,SPEAKER 2," We've certainly- we've already- you've heard around this set, people talking about how"
0 days 00:08:33,0 days 00:08:35,SPEAKER 2, you may have been delivering a speech instead of asking a question.
0 days 00:08:35,0 days 00:08:40,SPEAKER 2," We've talked about the negative side of it all, but on the other side of it, how hard"
0 days 00:08:40,0 days 00:08:46,SPEAKER 2, is it when you see Stephen Miller going up there with preconceived notions?
0 days 00:08:46,0 days 00:08:52,SPEAKER 2, Or reporters sometimes not to let their emotions get the better of them?
0 days 00:08:52,0 days 00:08:56,SPEAKER 1," Well, look, there's a lot of tension in that briefing room these days, and has been now"
0 days 00:08:56,0 days 00:08:57,SPEAKER 1, for a while.
0 days 00:08:57,0 days 00:09:02,SPEAKER 1," There was some hope that after Sean Spicer left, and Anthony Scaramucci came in, and his"
0 days 00:09:02,0 days 00:09:06,SPEAKER 1," first day did pretty smoothly at the podium, that that might change, it might be a chance"
0 days 00:09:06,0 days 00:09:11,SPEAKER 1," to reset to use the word that was used at the time, but I think that the tension at the"
0 days 00:09:11,0 days 00:09:15,SPEAKER 1," moment is kind of baked in, and it's a shame in a way, because I don't think it actually"
0 days 00:09:15,0 days 00:09:16,SPEAKER 1, does illuminate.
0 days 00:09:16,0 days 00:09:22,SPEAKER 1," It's a theatricality, but it's not really achieving what a reporter I would hope would want, which"
0 days 00:09:22,0 days 00:09:27,SPEAKER 1," is to actually gain clarity and understanding, and to hold people in power accountable."
0 days 00:09:27,0 days 00:09:30,SPEAKER 1," That's the function of the briefing, not in the getting an argument."
0 days 00:09:30,0 days 00:09:31,SPEAKER 1, It's a credibility issue.
0 days 00:09:31,0 days 00:09:32,SPEAKER 2, Yeah.
0 days 00:09:32,0 days 00:09:33,SPEAKER 1," Go ahead, Peter, finish up."
0 days 00:09:33,0 days 00:09:36,SPEAKER 1," No, I was going to say, I mean, look, as a reporter in that briefing room, it's our job"
0 days 00:09:36,0 days 00:09:40,SPEAKER 1," to challenge, to pester, in fact, to ask tough questions."
0 days 00:09:40,0 days 00:09:45,SPEAKER 1," It's not our job to argue, or to get into a debate, that's not helpful, I don't think,"
0 days 00:09:45,0 days 00:09:50,SPEAKER 1," and it is only about getting, you know, airtime on cable news, not really about helping"
0 days 00:09:50,0 days 00:09:52,SPEAKER 1, viewers or readers understand things a little bit better.
0 days 00:09:52,0 days 00:09:56,SPEAKER 1," So somehow we have to get into the rhythm where we're asking tough questions, and we're"
0 days 00:09:56,0 days 00:10:02,SPEAKER 1," getting reasonable answers, or at least answers that defend the policy without making it personal."
0 days 00:10:02,0 days 00:10:06,SPEAKER 2," So Alani, let's talk about the policy, because we certainly didn't get a chance to hear it"
0 days 00:10:06,0 days 00:10:07,SPEAKER 2, yesterday.
0 days 00:10:07,0 days 00:10:14,SPEAKER 2," You heard what Tim Carney said, there were some parts of this, skill-based, I've heard a"
0 days 00:10:14,0 days 00:10:20,SPEAKER 2," lot of conservatives start to say, hey, we need to move away from just cutting immigration,"
0 days 00:10:20,0 days 00:10:24,SPEAKER 2," and instead, a lot of conservative policy makers saying, we need to start looking at the"
0 days 00:10:24,0 days 00:10:30,SPEAKER 2," ratio between highly skilled immigrants, lowly, lower skilled immigrants, change that"
0 days 00:10:30,0 days 00:10:34,SPEAKER 2," ratio a bit, but don't slash immigration levels."
0 days 00:10:34,0 days 00:10:38,SPEAKER 2, What does this policy that the Trump administration is pushing do?
0 days 00:10:38,0 days 00:10:43,SPEAKER 1," Well, there are elements of this that I totally agree with what's been said on set there."
0 days 00:10:43,0 days 00:10:46,SPEAKER 1, There are elements of this that are very important.
0 days 00:10:46,0 days 00:10:49,SPEAKER 1," Moving away from a somewhat arbitrary system, which is what we have now, where we basically"
0 days 00:10:49,0 days 00:10:55,SPEAKER 1, allocate green cards according to countries that we think might be underrepresented to a system
0 days 00:10:55,0 days 00:11:00,SPEAKER 1," that's more skills-based, but then you couple that very good change with a slash in the"
0 days 00:11:00,0 days 00:11:05,SPEAKER 1," overall number of green cards, significant cuts, for example, to the number of people who"
0 days 00:11:05,0 days 00:11:07,SPEAKER 1, can come here seeking asylum.
0 days 00:11:07,0 days 00:11:12,SPEAKER 1, That's really the challenge here is that you have good policy that could get a huge amount
0 days 00:11:12,0 days 00:11:17,SPEAKER 1," of bipartisan support, coupled with elements that I think are quite restrictionist and"
0 days 00:11:17,0 days 00:11:18,SPEAKER 1, quite problematic.
0 days 00:11:18,0 days 00:11:22,SPEAKER 1," So you end up stepping on your own message to a certain degree, but remember, there is"
0 days 00:11:22,0 days 00:11:27,SPEAKER 1," an effort here at the end of the day, I think, to Jeremy's point, that what they're trying"
0 days 00:11:27,0 days 00:11:33,SPEAKER 1," to do with this policy is really speak directly to a part of the president's base of support,"
0 days 00:11:33,0 days 00:11:37,SPEAKER 1," and so it doesn't become the policy that's important anymore, it becomes how the policy"
0 days 00:11:37,0 days 00:11:40,SPEAKER 1, is formulated in light of the politics of the situation.
0 days 00:11:40,0 days 00:11:45,SPEAKER 2," And you know, see what's fascinating about Donald Trump on immigration is he puts these"
0 days 00:11:45,0 days 00:11:51,SPEAKER 2," hard core positions out, but then when he's allowed to just sort of wander, he always moves"
0 days 00:11:51,0 days 00:11:54,SPEAKER 2, back to a more expansive immigration reform.
0 days 00:11:54,0 days 00:12:03,SPEAKER 2," You just get the feeling by looking at transcripts that his heart's not in, a restrictive immigration"
0 days 00:12:03,0 days 00:12:04,SPEAKER 2, policy.
0 days 00:12:04,0 days 00:12:08,SPEAKER 1," No, first of all he's from New York, and so he's seen examples like John and me who would"
0 days 00:12:08,0 days 00:12:11,SPEAKER 1, not be here today if we had not had an expansive immigration policy.
0 days 00:12:11,0 days 00:12:15,SPEAKER 1, My grandparents certainly didn't speak English when they came here 100 years ago.
0 days 00:12:15,0 days 00:12:20,SPEAKER 1," Secondly he runs golf courses and he runs hotels, and I don't know when the last time it"
0 days 00:12:20,0 days 00:12:24,SPEAKER 1," was that you went to a hotel and the Housekeeper was a native, you know, a born in America person"
0 days 00:12:24,0 days 00:12:28,SPEAKER 1," as opposed to an immigrant of some sort or another, but we have jobs that Americans simply"
0 days 00:12:28,0 days 00:12:29,SPEAKER 1, won't do.
0 days 00:12:29,0 days 00:12:34,SPEAKER 1, And the impact of the so-called low skilled workers is not as great as people think we need some
0 days 00:12:34,0 days 00:12:35,SPEAKER 1, of them.
0 days 00:12:35,0 days 00:12:40,SPEAKER 1," But as Lonnie said, I agree with action, having a more sensible policy skills based, you"
0 days 00:12:40,0 days 00:12:44,SPEAKER 1," know, the idea that people have had, for example, of stapling a green card to a college diploma."
0 days 00:12:44,0 days 00:12:48,SPEAKER 1," People come here now, get a college degree, and then we send the back because they don't"
0 days 00:12:48,0 days 00:12:50,SPEAKER 1, meet one of our immigration parents here.
0 days 00:12:50,0 days 00:12:56,SPEAKER 2," Why not if somebody has an advanced degree, wants to stay here, we don't allow them to"
0 days 00:12:56,0 days 00:12:57,SPEAKER 2, stay here.
0 days 00:12:57,0 days 00:12:58,SPEAKER 2, It makes no sense.
0 days 00:12:58,0 days 00:12:59,SPEAKER 1, It's crazy.
0 days 00:12:59,0 days 00:13:02,SPEAKER 2, And that's another principle that could change the ratio.
0 days 00:13:02,0 days 00:13:05,SPEAKER 1, Another principle that could be in conservative immigration reform would be the idea that people
0 days 00:13:05,0 days 00:13:09,SPEAKER 1, who are coming here should be on a path to citizenship.
0 days 00:13:09,0 days 00:13:13,SPEAKER 1, We have these high skilled visas and these low skilled guest worker visas where you come and
0 days 00:13:13,0 days 00:13:14,SPEAKER 1, then you go home.
0 days 00:13:14,0 days 00:13:18,SPEAKER 1," I think that the whole dream of the American dream, the immigrant coming over, is somebody"
0 days 00:13:18,0 days 00:13:23,SPEAKER 1," who wants to set down roots, be here, and that their grandchildren, like John and Steve,"
0 days 00:13:23,0 days 00:13:24,SPEAKER 1, will be here.
0 days 00:13:24,0 days 00:13:28,SPEAKER 1, And so too much of what's entering the country now are people who are not even put on a path
0 days 00:13:28,0 days 00:13:29,SPEAKER 1, to citizenship.
0 days 00:13:29,0 days 00:13:30,SPEAKER 1, That's another part that could be in a concern.
0 days 00:13:30,0 days 00:13:34,SPEAKER 1," John started with this Congress, so that's never going to happen in this Congress."
0 days 00:13:34,0 days 00:13:39,SPEAKER 1," And so it was announced at this press briefing, which again, I think was the weirdest press briefing"
0 days 00:13:39,0 days 00:13:40,SPEAKER 1, I've seen so far.
0 days 00:13:40,0 days 00:13:41,SPEAKER 1, It's just weird.
0 days 00:13:41,0 days 00:13:45,SPEAKER 1," You had the Muslim ban guy coming out, talking about immigration policy."
0 days 00:13:45,0 days 00:13:50,SPEAKER 1," And then Sarah Huckabee Sanders giving shout outs, reading like monotone, I'm going to"
0 days 00:13:50,0 days 00:13:56,SPEAKER 1, give a shout out now to Kellyanne and to Ivanka for their great work with the SBA.
0 days 00:13:56,0 days 00:14:00,SPEAKER 1, And then a letter from some kid that they're going to let Mo the White House lawn.
0 days 00:14:00,0 days 00:14:06,SPEAKER 1, And then she proceeds to defend the president's lies on the most basic level to the Boy Scouts.
0 days 00:14:06,0 days 00:14:07,SPEAKER 1, All in one hour.
0 days 00:14:07,0 days 00:14:09,SPEAKER 1," Casey Hunt, where's this policy?"
0 days 00:14:09,0 days 00:14:11,SPEAKER 2," That was quite a wind up, by the way, to the president, Casey Hunt."
0 days 00:14:11,0 days 00:14:12,SPEAKER 1, That was weird.
0 days 00:14:12,0 days 00:14:13,SPEAKER 2, Why the wind up?
0 days 00:14:13,0 days 00:14:14,SPEAKER 1, Why the wind up?
0 days 00:14:14,0 days 00:14:18,SPEAKER 1, We had a more substantive conversation on the policy right here.
0 days 00:14:18,0 days 00:14:20,SPEAKER 1, What happened in that press briefing?
0 days 00:14:20,0 days 00:14:21,SPEAKER 2, And there's a bit.
0 days 00:14:21,0 days 00:14:22,SPEAKER 1," Well, first of all, that was just weird."
0 days 00:14:22,0 days 00:14:25,SPEAKER 1," I'm not sure that anybody in Congress would confuse President Trump with a Boy Scout, first"
0 days 00:14:25,0 days 00:14:26,SPEAKER 1, of all.
0 days 00:14:26,0 days 00:14:30,SPEAKER 1," But second of all, look, this is a non-starter in Congress."
0 days 00:14:30,0 days 00:14:33,SPEAKER 1, You have been focused on the policy here.
0 days 00:14:33,0 days 00:14:35,SPEAKER 1, I think it's frankly irrelevant.
0 days 00:14:35,0 days 00:14:36,SPEAKER 1, And I think the White House knows that.
0 days 00:14:36,0 days 00:14:43,SPEAKER 1," I mean, this is a play to the base of their party to President Trump's hardcore supporters."
0 days 00:14:43,0 days 00:14:45,SPEAKER 1," I mean, you see this elsewhere too."
0 days 00:14:45,0 days 00:14:49,SPEAKER 1," I mean, Paul Ryan was tweeting out a video showing himself visiting the border and saying,"
0 days 00:14:49,0 days 00:14:53,SPEAKER 1," hey, look, Congress funded the president's wall."
0 days 00:14:53,0 days 00:14:58,SPEAKER 1, But this particular immigration policy is not going to go anywhere in the Senate.
0 days 00:14:58,0 days 00:15:04,SPEAKER 1," The Lindsey Graham came out very much basically, basically single-handedly, killed it right"
0 days 00:15:04,0 days 00:15:06,SPEAKER 1," out of the gate by saying, look, this would be bad for South Carolina."
0 days 00:15:06,0 days 00:15:08,SPEAKER 1," Now, what does that mean underneath it?"
0 days 00:15:08,0 days 00:15:13,SPEAKER 1, And across the country is that this is terrible for states where agriculture is a big deal.
0 days 00:15:13,0 days 00:15:15,SPEAKER 1, And that's a lot of conservative places.
0 days 00:15:15,0 days 00:15:17,SPEAKER 1, It's places like California as well.
0 days 00:15:17,0 days 00:15:23,SPEAKER 1, But cutting the number of guest workers would be really detrimental to a lot of these places
0 days 00:15:23,0 days 00:15:27,SPEAKER 1, that rely on farming as a primary driver of the economics in their states.
0 days 00:15:27,0 days 00:15:43,SPEAKER 2, It's just not going to happen from another non-starter.
