Start,End,Speaker,Text
0 days 00:02:30,0 days 00:02:31,SPEAKER 2, refugees in Jordan.
0 days 00:02:31,0 days 00:02:34,SPEAKER 2," I mean, these people have suffered greatly."
0 days 00:02:34,0 days 00:02:42,SPEAKER 2," They have been under surveillance by the UN and yet, despite all that, there is this really"
0 days 00:02:42,0 days 00:02:49,SPEAKER 2," hateful and I think intolerant conversation, particularly among Republicans, but not, you"
0 days 00:02:49,0 days 00:02:54,SPEAKER 2," know, merely Republicans, Democrats also have been really quite shameful."
0 days 00:02:54,0 days 00:03:03,SPEAKER 2," This coming right after the attacks in Beirut in Paris and now the ongoing attack in Mali,"
0 days 00:03:03,0 days 00:03:10,SPEAKER 2," if indeed Al-Qaeda and ISIS want to make this a war on war of civilizations, in a sense,"
0 days 00:03:10,0 days 00:03:14,SPEAKER 2, the American politicians have met them toe-to-toe at the line.
0 days 00:03:14,0 days 00:03:19,SPEAKER 1," But, Vijay, what do you make of the argument that we hear in the United States, we are sovereign"
0 days 00:03:19,0 days 00:03:23,SPEAKER 1, country and we were right to decide who enters?
0 days 00:03:23,0 days 00:03:28,SPEAKER 1, What's wrong with just intensifying the screening process as the House Bill would do?
0 days 00:03:28,0 days 00:03:31,SPEAKER 2," Well, you know, you see, there are two things here."
0 days 00:03:31,0 days 00:03:36,SPEAKER 2, One is the technicalities of screening and the other is the politics of it.
0 days 00:03:36,0 days 00:03:42,SPEAKER 2," You know, these people who are on the list of 10,000 have been screened for over two years."
0 days 00:03:42,0 days 00:03:48,SPEAKER 2," I mean, I don't understand how much more screening is going to happen of them."
0 days 00:03:48,0 days 00:03:53,SPEAKER 2, But let's say that this is not really about the technicalities of the screening.
0 days 00:03:53,0 days 00:03:54,SPEAKER 2, I don't believe it is.
0 days 00:03:54,0 days 00:04:01,SPEAKER 2, I believe that many of these people who vote for this measure don't understand the technicalities
0 days 00:04:01,0 days 00:04:08,SPEAKER 2," of what the UNHCR does, of what the US government does before they allow people on these lists."
0 days 00:04:08,0 days 00:04:10,SPEAKER 2, So I don't believe this is about the technicalities.
0 days 00:04:10,0 days 00:04:12,SPEAKER 2, I think this is about the politics.
0 days 00:04:12,0 days 00:04:20,SPEAKER 2," I mean, the very fact that the grandson of Prescott Bush can stand, you know, in New Hampshire"
0 days 00:04:20,0 days 00:04:26,SPEAKER 2," and say quite cavalierly that we should only allow Christian, you know, Syrians to enter"
0 days 00:04:26,0 days 00:04:27,SPEAKER 2, the country.
0 days 00:04:27,0 days 00:04:32,SPEAKER 2, He's asked by somebody who actually informed that many of these families have Christians
0 days 00:04:32,0 days 00:04:35,SPEAKER 2, and Muslims and are very diverse families.
0 days 00:04:35,0 days 00:04:38,SPEAKER 2," He said, well, the Muslims in the family need to be screened."
0 days 00:04:38,0 days 00:04:43,SPEAKER 2," I mean, what message is that, you know, sent to the rest of the world?"
0 days 00:04:43,0 days 00:04:48,SPEAKER 2," In a sense, I think it's quite embarrassing for the United States to have people who are"
0 days 00:04:48,0 days 00:04:54,SPEAKER 2, considered fairly moderate to be speaking in this language which entirely mirrors the ideology
0 days 00:04:54,0 days 00:04:55,SPEAKER 2, of al-Qaeda.
0 days 00:04:55,0 days 00:04:59,SPEAKER 2, I don't actually believe this is a technical issue of screening.
0 days 00:04:59,0 days 00:05:01,SPEAKER 2, I think this is a real political failure.
0 days 00:05:01,0 days 00:05:05,SPEAKER 1," What would be an alternative policy, then, VJ?"
0 days 00:05:05,0 days 00:05:08,SPEAKER 2," Well, I think the United States should take 10,000 people."
0 days 00:05:08,0 days 00:05:13,SPEAKER 2," You know, the Canadians, when Justin Trudeau won the election, he won the election just a few"
0 days 00:05:13,0 days 00:05:14,SPEAKER 2, weeks ago.
0 days 00:05:14,0 days 00:05:20,SPEAKER 2," He said in the two months of November and December, Canada will take 25,000 Syrian refugees."
0 days 00:05:20,0 days 00:05:21,SPEAKER 2, That's it.
0 days 00:05:21,0 days 00:05:28,SPEAKER 2," And the issue for Canada isn't who's coming, but can we get 25,000 refugees to Canada in"
0 days 00:05:28,0 days 00:05:29,SPEAKER 2, two months?
0 days 00:05:29,0 days 00:05:31,SPEAKER 2, Because that was his pledge.
0 days 00:05:31,0 days 00:05:32,SPEAKER 2, That's a different conversation.
0 days 00:05:32,0 days 00:05:38,SPEAKER 2," They are not worried about, you know, let's screen them a third time or a fourth time."
0 days 00:05:38,0 days 00:05:39,SPEAKER 2, This is their position.
0 days 00:05:39,0 days 00:05:43,SPEAKER 2, There are over a million Syrian refugees in Lebanon.
0 days 00:05:43,0 days 00:05:45,SPEAKER 2, That's a country of four million people.
0 days 00:05:45,0 days 00:05:50,SPEAKER 2," You know, and I believe that number of a million is a very conservative figure."
0 days 00:05:50,0 days 00:05:58,SPEAKER 2, These countries are overburdened with a population where the resources itself in places like Lebanon
0 days 00:05:58,0 days 00:06:00,SPEAKER 2, are not very great.
0 days 00:06:00,0 days 00:06:05,SPEAKER 2, The countries like the United States go to the refugee conferences on the Syrian refugee
0 days 00:06:05,0 days 00:06:09,SPEAKER 2, crisis and make pledges and then don't meet the pledges.
0 days 00:06:09,0 days 00:06:14,SPEAKER 2," You know, UNHCR complains every few years that the pledges are never met."
0 days 00:06:14,0 days 00:06:21,SPEAKER 2," You know, the Syrian crisis funds that the UN requests, they are never up to the mark."
0 days 00:06:21,0 days 00:06:26,SPEAKER 2," So on the one side, there's this statement, why don't we just pay for them to be warehoused"
0 days 00:06:26,0 days 00:06:27,SPEAKER 2, elsewhere?
0 days 00:06:27,0 days 00:06:32,SPEAKER 2," Well, okay, that's fair enough, but you don't even pick up the bill."
0 days 00:06:32,0 days 00:06:39,SPEAKER 2," So neither has the West paid for, you know, a proper condition for refugees in the region"
0 days 00:06:39,0 days 00:06:41,SPEAKER 2, and know is it willing to take them.
0 days 00:06:41,0 days 00:06:44,SPEAKER 2, I really don't think this is a question of screening.
0 days 00:06:44,0 days 00:06:46,SPEAKER 2, I think there's something else at work here.
0 days 00:06:46,0 days 00:06:47,SPEAKER 1," Yeah, that's something else."
0 days 00:06:47,0 days 00:06:52,SPEAKER 1, We're certainly going to keep track of because the narrative is just being hammered here in
0 days 00:06:52,0 days 00:06:53,SPEAKER 1, the press.
0 days 00:06:53,0 days 00:06:56,SPEAKER 1," Thank you so much for joining us, Vijay."
0 days 00:06:56,0 days 00:06:57,SPEAKER 2, Thanks a lot.
0 days 00:06:57,0 days 00:06:59,SPEAKER 1, And thank you for joining us on the Real News Network.
